% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), AC , 1 MOhm , 10 Vpp, amplitude 5 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC , 1 MOhm , 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 1.000000 kHz to 200.0000 kHz with 8,192 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 2.00 ms, 3 cycles; Settling time 100 us, 1 cycles
% 
% Acquired 2026-04-23 T 11:28:44 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
2.88316311e+03, -2.8299e-01, -1.8511e+02
2.88502867e+03, 1.7750e-01, -1.8531e+02
2.88689545e+03, -5.8454e-02, -1.8652e+02
2.88876343e+03, -1.3689e-01, -1.8310e+02
2.89063262e+03, -4.2585e-02, -1.8407e+02
2.89250302e+03, -3.6986e-01, -1.8537e+02
2.89437463e+03, -2.1698e-01, -1.8449e+02
2.89624746e+03, -4.1452e-01, -1.8136e+02
2.89812149e+03, -2.7900e-01, -1.8394e+02
2.89999674e+03, 2.3262e-01, -1.8628e+02
2.90187320e+03, -2.4741e-01, -1.8779e+02
2.90375087e+03, -6.2978e-01, -1.8742e+02
2.90562976e+03, -1.9391e-01, -1.8814e+02
2.90750987e+03, -3.2788e-02, -1.8547e+02
2.90939119e+03, 9.2138e-02, -1.8370e+02
2.91127373e+03, 2.7146e-01, -1.8436e+02
2.91315748e+03, -2.7723e-01, -1.8330e+02
2.91504246e+03, -3.1421e-01, -1.8620e+02
2.91692865e+03, -1.8577e-01, -1.8690e+02
2.91881607e+03, -9.5656e-02, -1.8384e+02
2.92070471e+03, 7.7448e-02, -1.8396e+02
2.92259457e+03, -7.0490e-02, -1.8384e+02
2.92448565e+03, -2.0222e-01, -1.8679e+02
2.92637795e+03, 5.7027e-02, -1.8566e+02
2.92827148e+03, 7.5082e-03, -1.8344e+02
2.93016624e+03, -2.1800e-01, -1.8257e+02
2.93206222e+03, -5.4036e-02, -1.8437e+02
2.93395943e+03, 1.6344e-01, -1.8768e+02
2.93585787e+03, -5.7775e-01, -1.8715e+02
2.93775753e+03, -1.5276e-01, -1.8265e+02
2.93965842e+03, 1.7672e-01, -1.8330e+02
2.94156055e+03, 1.0270e-01, -1.8545e+02
2.94346390e+03, 2.1345e-01, -1.8476e+02
2.94536849e+03, -2.0517e-01, -1.8568e+02
2.94727430e+03, -3.0640e-01, -1.8288e+02
2.94918136e+03, -1.8836e-01, -1.8534e+02
2.95108964e+03, 3.1623e-02, -1.8560e+02
2.95299916e+03, -2.1591e-01, -1.8364e+02
2.95490992e+03, -2.9414e-01, -1.8423e+02
2.95682191e+03, 2.1020e-01, -1.8317e+02
2.95873514e+03, 8.7188e-02, -1.8465e+02
2.96064960e+03, 5.8499e-01, -1.7930e+02
2.96256531e+03, -3.2674e-01, -1.8466e+02
2.96448226e+03, -4.2853e-01, -1.8571e+02
2.96640044e+03, -3.1927e-02, -1.8851e+02
2.96831987e+03, 3.6287e-02, -1.8510e+02
2.97024054e+03, 1.9862e-01, -1.8481e+02
2.97216245e+03, -1.4585e-01, -1.8713e+02
2.97408560e+03, -5.9126e-01, -1.8495e+02
2.97601000e+03, 1.3295e-01, -1.8572e+02
2.97793565e+03, 6.5981e-02, -1.8442e+02
2.97986254e+03, -3.8305e-01, -1.8505e+02
2.98179068e+03, -3.5431e-02, -1.8381e+02
2.98372006e+03, -2.4868e-01, -1.8615e+02
2.98565070e+03, -3.4122e-01, -1.8675e+02
2.98758258e+03, -5.5444e-01, -1.8383e+02
2.98951571e+03, -2.0971e-01, -1.8525e+02
2.99145010e+03, -5.5147e-01, -1.8359e+02
2.99338573e+03, -1.0277e-01, -1.8125e+02
2.99532262e+03, -1.0687e-01, -1.8616e+02
2.99726076e+03, -1.9844e-01, -1.8377e+02
2.99920016e+03, -1.4832e-01, -1.8674e+02
3.00114081e+03, 8.9626e-02, -1.8499e+02
3.00308271e+03, -5.2036e-01, -1.8282e+02
3.00502588e+03, 1.7728e-01, -1.8491e+02
3.00697030e+03, -4.0000e-01, -1.8482e+02
3.00891597e+03, 1.8769e-01, -1.8562e+02
3.01086291e+03, -4.4816e-01, -1.8606e+02
3.01281111e+03, -3.1483e-01, -1.8476e+02
3.01476056e+03, 8.6314e-02, -1.8605e+02
3.01671128e+03, -3.9829e-01, -1.8327e+02
3.01866326e+03, 1.6440e-01, -1.8797e+02
3.02061651e+03, -2.7982e-01, -1.8440e+02
3.02257101e+03, 6.4607e-02, -1.8751e+02
3.02452679e+03, 1.4510e-01, -1.8524e+02
3.02648383e+03, 7.1096e-01, -1.8256e+02
3.02844213e+03, -3.3693e-01, -1.8469e+02
3.03040170e+03, 1.2284e-01, -1.8596e+02
3.03236254e+03, -1.6987e-01, -1.8490e+02
3.03432465e+03, -4.4309e-01, -1.8587e+02
3.03628803e+03, 1.4749e-03, -1.8662e+02
3.03825267e+03, 1.2728e-01, -1.8417e+02
3.04021859e+03, 1.5605e-01, -1.8735e+02
3.04218579e+03, 7.4487e-02, -1.8414e+02
3.04415425e+03, -1.3061e-01, -1.8518e+02
3.04612399e+03, -4.3223e-02, -1.8573e+02
3.04809500e+03, -3.5971e-01, -1.8601e+02
3.05006729e+03, -1.4795e-01, -1.8478e+02
3.05204085e+03, -5.2491e-01, -1.8291e+02
3.05401569e+03, 1.0575e-01, -1.8482e+02
3.05599181e+03, -3.8139e-01, -1.8255e+02
3.05796921e+03, 4.0901e-02, -1.8631e+02
3.05994789e+03, -3.4953e-01, -1.8424e+02
3.06192784e+03, -6.1931e-01, -1.8737e+02
3.06390908e+03, 3.1092e-03, -1.8350e+02
3.06589160e+03, 1.5529e-02, -1.8396e+02
3.06787541e+03, 2.6035e-01, -1.8525e+02
3.06986049e+03, -2.7625e-01, -1.8588e+02
3.07184686e+03, -2.1261e-01, -1.8521e+02
3.07383452e+03, -8.9410e-02, -1.8543e+02
3.07582346e+03, 4.9205e-02, -1.8377e+02
3.07781369e+03, -7.4736e-02, -1.8513e+02
3.07980521e+03, -2.0814e-01, -1.8549e+02
3.08179802e+03, 2.6840e-02, -1.8856e+02
3.08379211e+03, -3.3856e-01, -1.8404e+02
3.08578750e+03, -2.9964e-01, -1.8348e+02
3.08778418e+03, 1.0339e-01, -1.8932e+02
3.08978215e+03, -2.6802e-01, -1.8709e+02
3.09178141e+03, 4.3547e-01, -1.8615e+02
3.09378196e+03, -5.8168e-02, -1.8311e+02
3.09578381e+03, -3.4372e-01, -1.8238e+02
3.09778696e+03, -2.9640e-01, -1.8581e+02
3.09979140e+03, -3.0336e-01, -1.8467e+02
3.10179714e+03, -1.9728e-01, -1.8462e+02
3.10380417e+03, 9.1718e-02, -1.8535e+02
3.10581251e+03, 9.1940e-02, -1.8750e+02
3.10782214e+03, -1.1484e-02, -1.8206e+02
3.10983308e+03, -2.4123e-03, -1.8484e+02
3.11184531e+03, -2.9291e-01, -1.8628e+02
3.11385885e+03, -5.1325e-02, -1.8807e+02
3.11587369e+03, -2.4323e-01, -1.8526e+02
3.11788984e+03, -5.4664e-01, -1.8698e+02
3.11990729e+03, 3.9553e-01, -1.8338e+02
3.12192604e+03, 1.4936e-01, -1.8540e+02
3.12394610e+03, -1.3121e-01, -1.8498e+02
3.12596747e+03, -2.3526e-01, -1.8492e+02
3.12799014e+03, -4.2867e-01, -1.8421e+02
3.13001413e+03, -2.8092e-01, -1.8724e+02
3.13203942e+03, 1.7946e-01, -1.8457e+02
3.13406603e+03, -3.5051e-01, -1.8577e+02
3.13609394e+03, -3.8116e-01, -1.8665e+02
3.13812317e+03, -7.1015e-05, -1.8696e+02
3.14015371e+03, -1.4370e-01, -1.8715e+02
3.14218557e+03, 1.1827e-02, -1.8657e+02
3.14421874e+03, -1.3836e-01, -1.8639e+02
3.14625322e+03, -5.2980e-02, -1.8580e+02
3.14828903e+03, 2.0565e-01, -1.8288e+02
3.15032614e+03, -2.9263e-01, -1.8355e+02
3.15236458e+03, -1.0437e-01, -1.8622e+02
3.15440434e+03, -9.5882e-02, -1.8537e+02
3.15644541e+03, 1.5816e-01, -1.8464e+02
3.15848781e+03, -1.7173e-01, -1.8441e+02
3.16053153e+03, 1.5338e-02, -1.8377e+02
3.16257657e+03, -3.5633e-01, -1.8674e+02
3.16462293e+03, 6.8199e-02, -1.8628e+02
3.16667062e+03, 3.1840e-01, -1.8492e+02
3.16871963e+03, 9.8419e-03, -1.8515e+02
3.17076997e+03, 1.6206e-01, -1.8420e+02
3.17282164e+03, 2.3898e-01, -1.8546e+02
3.17487463e+03, -2.5706e-01, -1.8583e+02
3.17692895e+03, -3.6070e-02, -1.8621e+02
3.17898460e+03, 1.0424e-01, -1.8760e+02
3.18104158e+03, -2.1325e-01, -1.8736e+02
3.18309990e+03, -7.4107e-02, -1.8621e+02
3.18515954e+03, -3.1199e-01, -1.8605e+02
3.18722052e+03, -4.7130e-01, -1.8583e+02
3.18928283e+03, -2.6578e-01, -1.8738e+02
3.19134647e+03, -2.1521e-01, -1.8586e+02
3.19341145e+03, 1.3947e-01, -1.8417e+02
3.19547777e+03, -5.1524e-01, -1.8753e+02
3.19754542e+03, -1.4097e-01, -1.8189e+02
3.19961441e+03, -4.0475e-01, -1.8166e+02
3.20168474e+03, 5.0993e-01, -1.8460e+02
3.20375641e+03, -7.9543e-02, -1.8371e+02
3.20582942e+03, 1.4902e-01, -1.8330e+02
3.20790377e+03, -1.4039e-01, -1.8567e+02
3.20997946e+03, -2.7953e-01, -1.8523e+02
3.21205650e+03, -1.5851e-01, -1.8742e+02
3.21413488e+03, 1.0303e-01, -1.8511e+02
3.21621460e+03, 5.5068e-02, -1.8474e+02
3.21829567e+03, -1.5647e-01, -1.8359e+02
3.22037809e+03, -2.1003e-02, -1.8486e+02
3.22246185e+03, -8.1443e-02, -1.8279e+02
3.22454697e+03, -1.7620e-01, -1.8640e+02
3.22663343e+03, 1.4611e-01, -1.8719e+02
3.22872124e+03, -3.1121e-01, -1.8394e+02
3.23081041e+03, -1.1111e-01, -1.8353e+02
3.23290092e+03, 1.7700e-01, -1.8457e+02
3.23499279e+03, 1.6975e-01, -1.8484e+02
3.23708601e+03, 1.0875e-01, -1.8618e+02
3.23918058e+03, -4.4456e-01, -1.8626e+02
3.24127652e+03, -8.7956e-02, -1.8447e+02
3.24337380e+03, 2.7686e-01, -1.8475e+02
3.24547245e+03, 2.2427e-01, -1.8385e+02
3.24757245e+03, 4.6490e-03, -1.8525e+02
3.24967381e+03, -1.9804e-01, -1.8386e+02
3.25177653e+03, 5.1018e-02, -1.8375e+02
3.25388061e+03, -3.1992e-02, -1.8325e+02
3.25598606e+03, 2.8722e-02, -1.8573e+02
3.25809286e+03, 2.3615e-02, -1.8754e+02
3.26020103e+03, -1.5372e-01, -1.8610e+02
3.26231056e+03, 1.0621e-01, -1.8508e+02
3.26442146e+03, 2.6823e-01, -1.8623e+02
3.26653372e+03, -1.0347e-01, -1.8521e+02
3.26864735e+03, -1.9129e-01, -1.8554e+02
3.27076235e+03, 2.0044e-01, -1.8468e+02
3.27287871e+03, 2.0010e-02, -1.8666e+02
3.27499645e+03, -2.1780e-01, -1.8659e+02
3.27711556e+03, -9.2856e-02, -1.8424e+02
3.27923603e+03, -2.9731e-01, -1.8614e+02
3.28135788e+03, -1.6181e-01, -1.8593e+02
3.28348110e+03, -1.8564e-01, -1.8578e+02
3.28560570e+03, 1.8541e-01, -1.8482e+02
3.28773167e+03, 3.9029e-01, -1.8721e+02
3.28985902e+03, 3.4832e-01, -1.8624e+02
3.29198774e+03, -2.0282e-01, -1.8497e+02
3.29411784e+03, 4.1678e-02, -1.8734e+02
3.29624932e+03, -6.0526e-02, -1.8462e+02
3.29838218e+03, 1.8491e-01, -1.8677e+02
3.30051641e+03, 3.7767e-01, -1.8416e+02
3.30265203e+03, 6.7725e-02, -1.8530e+02
3.30478903e+03, 1.6091e-01, -1.8439e+02
3.30692742e+03, 3.4322e-03, -1.8637e+02
3.30906718e+03, -2.1589e-01, -1.8570e+02
3.31120833e+03, -9.5199e-02, -1.8245e+02
3.31335087e+03, 1.9059e-02, -1.8659e+02
3.31549479e+03, -1.1140e-01, -1.8533e+02
3.31764011e+03, 5.6270e-03, -1.8510e+02
3.31978680e+03, 3.7490e-01, -1.8603e+02
3.32193489e+03, -2.0979e-01, -1.8513e+02
3.32408437e+03, 3.8579e-01, -1.8709e+02
3.32623524e+03, -1.3473e-01, -1.8582e+02
3.32838750e+03, 6.5542e-02, -1.8383e+02
3.33054115e+03, -3.6798e-02, -1.8608e+02
3.33269620e+03, 4.8289e-02, -1.8279e+02
3.33485264e+03, 1.0736e-01, -1.8391e+02
3.33701047e+03, 7.3481e-02, -1.8608e+02
3.33916971e+03, 3.8887e-01, -1.8538e+02
3.34133034e+03, -2.4573e-01, -1.8503e+02
3.34349236e+03, 1.0363e-01, -1.8604e+02
3.34565579e+03, -3.3054e-01, -1.8453e+02
3.34782062e+03, -2.7022e-02, -1.8270e+02
3.34998684e+03, 1.4128e-01, -1.8598e+02
3.35215447e+03, 1.9491e-01, -1.8636e+02
3.35432350e+03, 2.1074e-01, -1.8608e+02
3.35649394e+03, 1.4751e-01, -1.8712e+02
3.35866578e+03, 1.4039e-01, -1.8548e+02
3.36083902e+03, 2.1418e-01, -1.8589e+02
3.36301367e+03, 1.5303e-01, -1.8610e+02
3.36518973e+03, 7.1636e-02, -1.8462e+02
3.36736720e+03, -1.8369e-01, -1.8324e+02
3.36954607e+03, 2.4492e-01, -1.8459e+02
3.37172636e+03, -1.5692e-01, -1.8387e+02
3.37390805e+03, -1.2980e-01, -1.8605e+02
3.37609116e+03, 4.6138e-01, -1.8455e+02
3.37827568e+03, -7.7605e-02, -1.8341e+02
3.38046161e+03, 3.8414e-01, -1.8227e+02
3.38264896e+03, 3.8332e-01, -1.8767e+02
3.38483772e+03, 4.0311e-02, -1.8815e+02
3.38702790e+03, 3.2269e-02, -1.8620e+02
3.38921950e+03, 5.3438e-02, -1.8437e+02
3.39141251e+03, -6.0423e-04, -1.8641e+02
3.39360695e+03, 1.8866e-02, -1.8463e+02
3.39580280e+03, 4.9497e-02, -1.8478e+02
3.39800007e+03, 2.7380e-01, -1.8535e+02
3.40019877e+03, -2.1448e-01, -1.8434e+02
3.40239889e+03, -1.8700e-01, -1.8614e+02
3.40460043e+03, 1.9983e-01, -1.8495e+02
3.40680340e+03, 2.6343e-01, -1.8510e+02
3.40900779e+03, 1.9109e-01, -1.8511e+02
3.41121361e+03, -7.2883e-02, -1.8129e+02
3.41342086e+03, 9.8792e-02, -1.8495e+02
3.41562953e+03, -4.9097e-01, -1.8613e+02
3.41783963e+03, 2.1010e-01, -1.8607e+02
3.42005117e+03, 2.6997e-01, -1.8621e+02
3.42226413e+03, 8.7737e-02, -1.8705e+02
3.42447853e+03, 3.6225e-01, -1.8474e+02
3.42669436e+03, -2.0308e-01, -1.8685e+02
3.42891162e+03, 1.2849e-01, -1.8493e+02
3.43113032e+03, 4.4701e-02, -1.8499e+02
3.43335045e+03, 9.0386e-02, -1.8632e+02
3.43557202e+03, -6.9651e-02, -1.8608e+02
3.43779503e+03, 2.2269e-01, -1.8441e+02
3.44001947e+03, 2.7916e-01, -1.8653e+02
3.44224536e+03, 3.6822e-01, -1.8453e+02
3.44447268e+03, 2.2507e-01, -1.8634e+02
3.44670145e+03, 1.0844e-01, -1.8586e+02
3.44893166e+03, 2.0549e-01, -1.8495e+02
3.45116331e+03, 3.3106e-02, -1.8495e+02
3.45339640e+03, -4.7517e-01, -1.8547e+02
3.45563095e+03, 2.5866e-01, -1.8544e+02
3.45786693e+03, -1.4196e-02, -1.8550e+02
3.46010436e+03, -3.9961e-02, -1.8559e+02
3.46234325e+03, 2.5545e-02, -1.8763e+02
3.46458358e+03, 1.3971e-01, -1.8605e+02
3.46682535e+03, 2.8661e-01, -1.8704e+02
3.46906858e+03, -2.3468e-01, -1.8595e+02
3.47131327e+03, 2.6591e-01, -1.8553e+02
3.47355940e+03, -1.0862e-01, -1.8339e+02
3.47580699e+03, -2.7240e-01, -1.9095e+02
3.47805603e+03, 9.7878e-01, -1.8464e+02
3.48030653e+03, 5.4842e-02, -1.8381e+02
3.48255848e+03, -6.8084e-02, -1.8787e+02
3.48481189e+03, -6.1138e-01, -1.8781e+02
3.48706676e+03, 2.0623e-01, -1.8879e+02
3.48932308e+03, 1.4556e-01, -1.8451e+02
3.49158087e+03, 1.3661e-01, -1.8625e+02
3.49384012e+03, -1.2224e-01, -1.8528e+02
3.49610083e+03, -7.2868e-02, -1.8431e+02
3.49836300e+03, -1.4640e-01, -1.8395e+02
3.50062664e+03, -2.1037e-01, -1.8518e+02
3.50289174e+03, -1.5711e-01, -1.8647e+02
3.50515831e+03, 1.0402e-01, -1.8538e+02
3.50742634e+03, 2.9230e-02, -1.8422e+02
3.50969584e+03, -7.5985e-02, -1.8382e+02
3.51196681e+03, 2.9646e-01, -1.8471e+02
3.51423925e+03, 2.7907e-01, -1.8524e+02
3.51651316e+03, 1.1914e-01, -1.8744e+02
3.51878854e+03, 1.8093e-01, -1.8572e+02
3.52106539e+03, -9.4525e-03, -1.8444e+02
3.52334372e+03, -2.4281e-02, -1.8542e+02
3.52562352e+03, 8.4674e-02, -1.8559e+02
3.52790479e+03, 9.1469e-02, -1.8536e+02
3.53018755e+03, -2.7555e-01, -1.8456e+02
3.53247177e+03, 1.7604e-01, -1.8535e+02
3.53475748e+03, 3.1773e-01, -1.8393e+02
3.53704467e+03, 2.6071e-01, -1.8586e+02
3.53933333e+03, -4.5335e-01, -1.8545e+02
3.54162348e+03, -1.5501e-01, -1.8397e+02
3.54391511e+03, 3.7062e-02, -1.8640e+02
3.54620822e+03, 1.6453e-01, -1.8497e+02
3.54850281e+03, 1.8949e-01, -1.8570e+02
3.55079889e+03, 1.0035e-01, -1.8648e+02
3.55309646e+03, -6.3055e-02, -1.8625e+02
3.55539551e+03, 1.5958e-01, -1.8500e+02
3.55769605e+03, 1.0250e-01, -1.8548e+02
3.55999808e+03, 3.1973e-01, -1.8687e+02
3.56230160e+03, -2.1020e-01, -1.8792e+02
3.56460660e+03, 2.1197e-02, -1.8721e+02
3.56691310e+03, 1.9374e-01, -1.8738e+02
3.56922110e+03, 1.5407e-01, -1.8550e+02
3.57153058e+03, 3.2842e-01, -1.8635e+02
3.57384156e+03, -3.8701e-02, -1.8776e+02
3.57615404e+03, 1.2438e-01, -1.8570e+02
3.57846801e+03, 1.8591e-01, -1.8471e+02
3.58078348e+03, 3.7492e-01, -1.8569e+02
3.58310045e+03, 3.3866e-01, -1.8806e+02
3.58541891e+03, 3.2783e-01, -1.8642e+02
3.58773888e+03, 1.4976e-01, -1.8561e+02
3.59006035e+03, 3.3952e-02, -1.8544e+02
3.59238332e+03, -2.8914e-01, -1.8674e+02
3.59470779e+03, 2.5200e-02, -1.8473e+02
3.59703377e+03, 1.1382e-01, -1.8643e+02
3.59936125e+03, 1.8672e-01, -1.8627e+02
3.60169024e+03, 1.2425e-01, -1.8524e+02
3.60402073e+03, 3.0350e-01, -1.8540e+02
3.60635273e+03, 2.4591e-01, -1.8744e+02
3.60868625e+03, 2.8709e-01, -1.8518e+02
3.61102127e+03, 7.2264e-02, -1.8581e+02
3.61335780e+03, 4.7115e-01, -1.8737e+02
3.61569584e+03, 1.0267e-01, -1.8621e+02
3.61803540e+03, 1.9986e-01, -1.8513e+02
3.62037647e+03, 2.1191e-01, -1.8573e+02
3.62271906e+03, -9.1843e-02, -1.8535e+02
3.62506316e+03, 2.6233e-01, -1.8518e+02
3.62740878e+03, 1.1699e-01, -1.8634e+02
3.62975592e+03, 1.2058e-01, -1.8585e+02
3.63210457e+03, 2.6200e-01, -1.8634e+02
3.63445475e+03, 3.2487e-01, -1.8606e+02
3.63680644e+03, 3.6757e-01, -1.8511e+02
3.63915966e+03, 5.8497e-02, -1.8740e+02
3.64151440e+03, -1.2288e-01, -1.8472e+02
3.64387066e+03, 2.1542e-01, -1.8529e+02
3.64622845e+03, -1.0061e-01, -1.8517e+02
3.64858776e+03, 2.5052e-01, -1.8426e+02
3.65094860e+03, -1.8411e-01, -1.8583e+02
3.65331097e+03, -1.5702e-01, -1.8675e+02
3.65567487e+03, -1.2009e-02, -1.8685e+02
3.65804029e+03, 3.0932e-01, -1.8557e+02
3.66040725e+03, 4.1413e-01, -1.8779e+02
3.66277574e+03, 6.9786e-02, -1.8441e+02
3.66514576e+03, 3.1548e-01, -1.8650e+02
3.66751731e+03, 9.7213e-02, -1.8337e+02
3.66989040e+03, 5.7542e-01, -1.8657e+02
3.67226503e+03, -6.9018e-02, -1.8596e+02
3.67464119e+03, 2.0300e-01, -1.8697e+02
3.67701889e+03, -5.2782e-02, -1.8682e+02
3.67939812e+03, 1.4399e-01, -1.8456e+02
3.68177890e+03, -1.7493e-01, -1.8653e+02
3.68416122e+03, 2.5418e-01, -1.8723e+02
3.68654507e+03, 5.5988e-01, -1.8420e+02
3.68893047e+03, 1.3293e-01, -1.8608e+02
3.69131742e+03, 1.5821e-01, -1.8689e+02
3.69370591e+03, 2.6604e-01, -1.8712e+02
3.69609594e+03, 4.0394e-01, -1.8691e+02
3.69848752e+03, 1.6691e-01, -1.8557e+02
3.70088065e+03, 1.3760e-01, -1.8768e+02
3.70327533e+03, 4.3739e-01, -1.8760e+02
3.70567155e+03, 2.7746e-01, -1.8577e+02
3.70806933e+03, -2.5914e-02, -1.8710e+02
3.71046866e+03, 2.6491e-01, -1.8373e+02
3.71286954e+03, -3.3443e-01, -1.8726e+02
3.71527197e+03, 1.0089e+00, -1.8741e+02
3.71767596e+03, 3.9337e-01, -1.8680e+02
3.72008151e+03, 3.5912e-01, -1.8723e+02
3.72248861e+03, -4.9441e-03, -1.8601e+02
3.72489727e+03, -1.7269e-01, -1.8519e+02
3.72730748e+03, 4.5964e-01, -1.8505e+02
3.72971926e+03, 4.1246e-01, -1.8655e+02
3.73213260e+03, 4.3589e-02, -1.8517e+02
3.73454749e+03, 7.5421e-02, -1.8471e+02
3.73696396e+03, 2.2890e-01, -1.8770e+02
3.73938198e+03, 3.6018e-01, -1.8753e+02
3.74180157e+03, 2.2580e-01, -1.8676e+02
3.74422272e+03, 1.3984e-01, -1.8599e+02
3.74664545e+03, 3.6226e-02, -1.8601e+02
3.74906973e+03, 2.2271e-01, -1.8863e+02
3.75149559e+03, 5.4296e-01, -1.8584e+02
3.75392302e+03, 9.9767e-02, -1.8478e+02
3.75635202e+03, 1.1656e-01, -1.8636e+02
3.75878259e+03, 2.6054e-01, -1.8693e+02
3.76121473e+03, -1.6322e-01, -1.8571e+02
3.76364845e+03, -9.5393e-02, -1.8497e+02
3.76608374e+03, 3.6554e-01, -1.8762e+02
3.76852060e+03, -3.2964e-01, -1.8871e+02
3.77095905e+03, 9.2785e-02, -1.8398e+02
3.77339907e+03, 2.1245e-02, -1.8587e+02
3.77584067e+03, 5.3947e-01, -1.8799e+02
3.77828385e+03, 2.3587e-01, -1.8720e+02
3.78072861e+03, 2.8369e-01, -1.8611e+02
3.78317495e+03, 1.9234e-01, -1.8851e+02
3.78562288e+03, 5.3299e-01, -1.8572e+02
3.78807239e+03, 3.2837e-01, -1.8650e+02
3.79052348e+03, -3.2830e-02, -1.8511e+02
3.79297616e+03, 2.7116e-01, -1.8530e+02
3.79543043e+03, 6.8836e-01, -1.8757e+02
3.79788629e+03, 2.8950e-01, -1.8768e+02
3.80034373e+03, 5.3985e-01, -1.8763e+02
3.80280277e+03, 3.9579e-01, -1.8590e+02
3.80526339e+03, 3.9448e-01, -1.8552e+02
3.80772561e+03, -5.8678e-03, -1.8652e+02
3.81018942e+03, 2.4915e-01, -1.8675e+02
3.81265483e+03, 2.1671e-01, -1.8691e+02
3.81512183e+03, 5.3825e-01, -1.8685e+02
3.81759043e+03, 4.7493e-01, -1.8768e+02
3.82006062e+03, 7.1894e-01, -1.8550e+02
3.82253241e+03, 2.0956e-01, -1.8630e+02
3.82500581e+03, 2.1575e-01, -1.8654e+02
3.82748080e+03, 2.6040e-01, -1.8632e+02
3.82995739e+03, -3.2460e-01, -1.8652e+02
3.83243559e+03, 1.2389e-01, -1.8661e+02
3.83491539e+03, -5.4668e-02, -1.8572e+02
3.83739679e+03, 5.3334e-02, -1.8571e+02
3.83987980e+03, 5.0604e-01, -1.8500e+02
3.84236442e+03, 6.9855e-01, -1.8494e+02
3.84485065e+03, 2.5596e-01, -1.8609e+02
3.84733848e+03, 3.7038e-01, -1.8652e+02
3.84982792e+03, 2.2893e-01, -1.8837e+02
3.85231898e+03, 4.3863e-01, -1.8608e+02
3.85481164e+03, 1.0313e-01, -1.8547e+02
3.85730592e+03, 1.9226e-01, -1.8499e+02
3.85980181e+03, 3.3355e-01, -1.8504e+02
3.86229932e+03, 5.2375e-01, -1.8785e+02
3.86479844e+03, 2.7092e-01, -1.8655e+02
3.86729919e+03, 1.9845e-01, -1.8663e+02
3.86980154e+03, 2.4606e-01, -1.8455e+02
3.87230552e+03, 1.0617e-01, -1.8288e+02
3.87481112e+03, 3.1120e-01, -1.8603e+02
3.87731834e+03, 8.1437e-01, -1.8763e+02
3.87982718e+03, 4.4511e-01, -1.8522e+02
3.88233765e+03, 2.9748e-01, -1.8773e+02
3.88484974e+03, 2.0581e-01, -1.8490e+02
3.88736345e+03, 2.4329e-01, -1.8679e+02
3.88987879e+03, 4.9659e-01, -1.8688e+02
3.89239576e+03, 3.3674e-01, -1.8611e+02
3.89491436e+03, 3.4943e-01, -1.8677e+02
3.89743459e+03, 1.4048e-01, -1.8563e+02
3.89995644e+03, 2.2263e-01, -1.8646e+02
3.90247993e+03, 2.9306e-01, -1.8603e+02
3.90500506e+03, 2.9511e-01, -1.8776e+02
3.90753181e+03, 3.7221e-01, -1.8635e+02
3.91006021e+03, 6.6365e-01, -1.8789e+02
3.91259023e+03, 4.0923e-01, -1.8759e+02
3.91512190e+03, 4.9139e-02, -1.8901e+02
3.91765520e+03, 2.4358e-01, -1.8628e+02
3.92019014e+03, 4.6940e-01, -1.8722e+02
3.92272672e+03, -6.6235e-02, -1.8580e+02
3.92526495e+03, 3.6267e-01, -1.8620e+02
3.92780481e+03, 4.1754e-01, -1.8590e+02
3.93034632e+03, 4.8975e-01, -1.8739e+02
3.93288948e+03, 4.0032e-01, -1.8617e+02
3.93543428e+03, 3.2506e-01, -1.8566e+02
3.93798072e+03, 3.2414e-01, -1.8742e+02
3.94052882e+03, 3.5481e-01, -1.8594e+02
3.94307856e+03, 1.3372e-01, -1.8567e+02
3.94562995e+03, 3.6615e-01, -1.8615e+02
3.94818299e+03, 2.3981e-01, -1.8774e+02
3.95073769e+03, 7.5390e-01, -1.8553e+02
3.95329404e+03, 3.9515e-01, -1.8711e+02
3.95585204e+03, 1.2686e-01, -1.8562e+02
3.95841170e+03, 3.3506e-01, -1.8796e+02
3.96097301e+03, 2.5064e-02, -1.8761e+02
3.96353598e+03, 3.9217e-01, -1.8580e+02
3.96610061e+03, 3.9701e-01, -1.8704e+02
3.96866690e+03, 4.7025e-01, -1.8654e+02
3.97123485e+03, 4.2672e-01, -1.8556e+02
3.97380446e+03, 3.3665e-01, -1.8625e+02
3.97637574e+03, 3.1600e-01, -1.8557e+02
3.97894867e+03, 5.2981e-01, -1.8626e+02
3.98152327e+03, 1.7156e-01, -1.8613e+02
3.98409954e+03, 2.3499e-01, -1.8798e+02
3.98667748e+03, 1.5043e-01, -1.8761e+02
3.98925708e+03, -8.0528e-02, -1.8731e+02
3.99183835e+03, 5.1662e-01, -1.8683e+02
3.99442130e+03, 3.0180e-01, -1.8686e+02
