% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), AC , 1 MOhm , 10 Vpp, amplitude 5 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC , 1 MOhm , 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 1.000000 kHz to 200.0000 kHz with 8,192 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 2.00 ms, 3 cycles; Settling time 100 us, 1 cycles
% 
% Acquired 2026-04-23 T 11:28:44 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.37497782e+04, 3.6280e+00, -7.0733e+02
1.37586750e+04, 3.6425e+00, -7.0874e+02
1.37675777e+04, 3.3476e+00, -7.0972e+02
1.37764861e+04, 3.1412e+00, -7.0888e+02
1.37854002e+04, 2.7905e+00, -7.1151e+02
1.37943201e+04, 2.8954e+00, -7.0825e+02
1.38032458e+04, 2.9307e+00, -7.1077e+02
1.38121773e+04, 2.9197e+00, -7.0827e+02
1.38211146e+04, 2.9748e+00, -7.0750e+02
1.38300576e+04, 2.7724e+00, -7.0902e+02
1.38390064e+04, 2.2351e+00, -7.0909e+02
1.38479610e+04, 2.1470e+00, -7.0580e+02
1.38569214e+04, 2.5971e+00, -7.0868e+02
1.38658876e+04, 1.9516e+00, -7.0479e+02
1.38748596e+04, 1.7506e+00, -7.0668e+02
1.38838375e+04, 1.4790e+00, -7.0558e+02
1.38928211e+04, 1.8712e+00, -7.0305e+02
1.39018105e+04, 1.9353e+00, -7.0398e+02
1.39108058e+04, 1.8715e+00, -7.0085e+02
1.39198068e+04, 2.0231e+00, -6.9981e+02
1.39288137e+04, 2.0986e+00, -7.0064e+02
1.39378264e+04, 2.0261e+00, -7.0146e+02
1.39468450e+04, 2.1094e+00, -7.0165e+02
1.39558694e+04, 2.1763e+00, -7.0157e+02
1.39648996e+04, 1.9400e+00, -7.0269e+02
1.39739357e+04, 2.2477e+00, -7.0242e+02
1.39829776e+04, 2.2740e+00, -7.0364e+02
1.39920254e+04, 2.3345e+00, -7.0500e+02
1.40010790e+04, 1.9221e+00, -7.0695e+02
1.40101385e+04, 1.8833e+00, -7.0597e+02
1.40192038e+04, 2.1967e+00, -7.0573e+02
1.40282750e+04, 1.9810e+00, -7.0793e+02
1.40373521e+04, 1.8986e+00, -7.0739e+02
1.40464351e+04, 1.5174e+00, -7.0798e+02
1.40555239e+04, 1.4177e+00, -7.0873e+02
1.40646186e+04, 1.4807e+00, -7.0944e+02
1.40737192e+04, 1.1391e+00, -7.0903e+02
1.40828257e+04, 1.3445e+00, -7.0816e+02
1.40919380e+04, 1.2918e+00, -7.0770e+02
1.41010563e+04, 1.2702e+00, -7.0912e+02
1.41101805e+04, 9.7770e-01, -7.0840e+02
1.41193106e+04, 8.7591e-01, -7.0873e+02
1.41284465e+04, 9.4471e-01, -7.0909e+02
1.41375884e+04, 8.4151e-01, -7.1122e+02
1.41467363e+04, 2.6185e-01, -7.0689e+02
1.41558900e+04, 9.6340e-01, -7.0896e+02
1.41650496e+04, 3.6039e-01, -7.0856e+02
1.41742152e+04, 3.1841e-01, -7.0951e+02
1.41833867e+04, -1.0359e-01, -7.1155e+02
1.41925642e+04, -2.1391e-01, -7.0790e+02
1.42017475e+04, -2.3391e-01, -7.1021e+02
1.42109369e+04, -1.2091e-01, -7.1127e+02
1.42201321e+04, -7.3478e-02, -7.1158e+02
1.42293334e+04, -6.5537e-01, -7.1326e+02
1.42385405e+04, -1.1246e+00, -7.1549e+02
1.42477537e+04, -6.0885e-01, -7.1024e+02
1.42569728e+04, -1.2403e+00, -7.1614e+02
1.42661978e+04, -6.2893e-01, -7.1305e+02
1.42754289e+04, -1.2981e+00, -7.1405e+02
1.42846659e+04, -1.1700e+00, -7.1331e+02
1.42939088e+04, -1.3701e+00, -7.1394e+02
1.43031578e+04, -1.3693e+00, -7.1264e+02
1.43124127e+04, -1.8560e+00, -7.1355e+02
1.43216737e+04, -2.4826e+00, -7.1104e+02
1.43309406e+04, -2.2767e+00, -7.1140e+02
1.43402135e+04, -2.2983e+00, -7.1123e+02
1.43494924e+04, -2.6366e+00, -7.1323e+02
1.43587773e+04, -3.3288e+00, -7.1533e+02
1.43680683e+04, -2.9962e+00, -7.1052e+02
1.43773652e+04, -2.8183e+00, -7.1139e+02
1.43866682e+04, -3.3195e+00, -7.1422e+02
1.43959772e+04, -3.3620e+00, -7.1245e+02
1.44052922e+04, -3.7940e+00, -7.1161e+02
1.44146132e+04, -3.8377e+00, -7.1211e+02
1.44239403e+04, -3.6516e+00, -7.1679e+02
1.44332734e+04, -4.5761e+00, -7.1221e+02
1.44426125e+04, -4.6628e+00, -7.1119e+02
1.44519577e+04, -4.8771e+00, -7.1473e+02
1.44613089e+04, -5.3400e+00, -7.1316e+02
1.44706662e+04, -4.9465e+00, -7.1218e+02
1.44800295e+04, -5.6908e+00, -7.1550e+02
1.44893989e+04, -6.1025e+00, -7.1336e+02
1.44987743e+04, -6.2115e+00, -7.1117e+02
1.45081559e+04, -7.0961e+00, -7.0578e+02
1.45175434e+04, -6.6552e+00, -7.1121e+02
1.45269371e+04, -6.7410e+00, -7.0952e+02
1.45363368e+04, -7.5514e+00, -7.1301e+02
1.45457427e+04, -8.4220e+00, -7.1183e+02
1.45551546e+04, -7.9006e+00, -7.0936e+02
1.45645726e+04, -8.6790e+00, -7.0778e+02
1.45739967e+04, -8.1192e+00, -7.0950e+02
1.45834269e+04, -9.3437e+00, -7.0474e+02
1.45928632e+04, -1.0393e+01, -7.1070e+02
1.46023055e+04, -1.0499e+01, -7.0736e+02
1.46117541e+04, -1.1188e+01, -7.0198e+02
1.46212087e+04, -1.1496e+01, -7.0061e+02
1.46306694e+04, -1.1397e+01, -7.0705e+02
1.46401363e+04, -1.3336e+01, -7.0350e+02
1.46496093e+04, -1.2933e+01, -6.9775e+02
1.46590884e+04, -1.1860e+01, -6.8789e+02
1.46685736e+04, -1.5174e+01, -7.0068e+02
1.46780650e+04, -1.4443e+01, -6.8208e+02
1.46875625e+04, -1.6008e+01, -6.7898e+02
1.46970662e+04, -1.7467e+01, -6.4479e+02
1.47065760e+04, -1.5707e+01, -6.5535e+02
1.47160920e+04, -1.6600e+01, -6.4035e+02
1.47256142e+04, -1.5990e+01, -6.4322e+02
1.47351425e+04, -1.8317e+01, -6.3564e+02
1.47446769e+04, -1.4776e+01, -6.1490e+02
1.47542175e+04, -1.4119e+01, -6.0473e+02
1.47637643e+04, -1.1854e+01, -6.2166e+02
1.47733173e+04, -1.2910e+01, -6.1185e+02
1.47828765e+04, -1.1152e+01, -6.2290e+02
1.47924418e+04, -1.0924e+01, -6.1504e+02
1.48020134e+04, -1.1561e+01, -6.1043e+02
1.48115911e+04, -9.2946e+00, -6.1273e+02
1.48211750e+04, -8.6921e+00, -6.1628e+02
1.48307652e+04, -1.0584e+01, -6.2174e+02
1.48403615e+04, -9.6328e+00, -6.2428e+02
1.48499640e+04, -9.9210e+00, -6.2074e+02
1.48595728e+04, -1.0220e+01, -6.2852e+02
1.48691878e+04, -1.2078e+01, -6.2256e+02
1.48788090e+04, -1.3453e+01, -6.1379e+02
1.48884364e+04, -1.2889e+01, -6.0965e+02
1.48980700e+04, -1.3737e+01, -5.9485e+02
1.49077099e+04, -1.1491e+01, -6.0090e+02
1.49173560e+04, -1.1560e+01, -5.7287e+02
1.49270084e+04, -1.0378e+01, -5.8698e+02
1.49366670e+04, -9.1836e+00, -5.7010e+02
1.49463319e+04, -8.6774e+00, -5.7015e+02
1.49560030e+04, -7.9136e+00, -5.6885e+02
1.49656804e+04, -6.7338e+00, -5.7200e+02
1.49753640e+04, -6.0488e+00, -5.7039e+02
1.49850539e+04, -6.7269e+00, -5.7052e+02
1.49947501e+04, -5.1088e+00, -5.6715e+02
1.50044525e+04, -5.0383e+00, -5.6494e+02
1.50141612e+04, -3.7370e+00, -5.6901e+02
1.50238762e+04, -3.4947e+00, -5.6283e+02
1.50335975e+04, -3.1000e+00, -5.6363e+02
1.50433251e+04, -2.0100e+00, -5.6480e+02
1.50530590e+04, -1.4522e+00, -5.6733e+02
1.50627991e+04, -1.4816e+00, -5.6781e+02
1.50725456e+04, -7.9776e-01, -5.6630e+02
1.50822984e+04, -6.6890e-02, -5.6564e+02
1.50920575e+04, 5.8628e-01, -5.6949e+02
1.51018229e+04, 1.1245e+00, -5.6986e+02
1.51115946e+04, 2.1661e+00, -5.7203e+02
1.51213727e+04, 2.6244e+00, -5.7137e+02
1.51311570e+04, 3.4316e+00, -5.7713e+02
1.51409477e+04, 3.2735e+00, -5.8249e+02
1.51507448e+04, 4.2277e+00, -5.8127e+02
1.51605481e+04, 4.7711e+00, -5.8818e+02
1.51703579e+04, 4.8748e+00, -5.9432e+02
1.51801739e+04, 4.9605e+00, -5.9734e+02
1.51899964e+04, 5.4107e+00, -6.0363e+02
1.51998251e+04, 5.4006e+00, -6.1098e+02
1.52096603e+04, 5.3169e+00, -6.1867e+02
1.52195018e+04, 4.5714e+00, -6.2359e+02
1.52293496e+04, 3.5230e+00, -6.2989e+02
1.52392039e+04, 2.7607e+00, -6.3454e+02
1.52490645e+04, 4.9376e-01, -6.3667e+02
1.52589315e+04, -4.6641e-01, -6.3364e+02
1.52688049e+04, -1.5183e+00, -6.2421e+02
1.52786847e+04, -2.1835e+00, -6.1812e+02
1.52885708e+04, -1.8334e+00, -6.0459e+02
1.52984634e+04, -1.1143e+00, -6.0022e+02
1.53083623e+04, -3.2965e-01, -5.9987e+02
1.53182677e+04, 8.0917e-01, -5.9985e+02
1.53281795e+04, 5.3292e-01, -6.0208e+02
1.53380977e+04, 7.6032e-01, -6.0674e+02
1.53480223e+04, 9.3682e-01, -6.0252e+02
1.53579533e+04, 6.5178e-01, -6.1034e+02
1.53678908e+04, 4.8026e-01, -6.0753e+02
1.53778346e+04, -3.7766e-01, -6.0920e+02
1.53877850e+04, -8.4454e-02, -6.0516e+02
1.53977417e+04, -8.8765e-01, -6.0261e+02
1.54077049e+04, -1.7087e+00, -5.9715e+02
1.54176746e+04, -1.1845e+00, -5.9842e+02
1.54276507e+04, -6.5441e-01, -5.9040e+02
1.54376332e+04, -3.6105e-01, -5.9014e+02
1.54476222e+04, -4.0195e-01, -5.8661e+02
1.54576177e+04, 1.1550e-02, -5.7910e+02
1.54676196e+04, 8.8705e-02, -5.8141e+02
1.54776281e+04, 1.2554e+00, -5.7802e+02
1.54876430e+04, 1.1687e+00, -5.7774e+02
1.54976643e+04, 1.7027e+00, -5.7175e+02
1.55076922e+04, 2.3026e+00, -5.7506e+02
1.55177265e+04, 2.8438e+00, -5.7459e+02
1.55277674e+04, 2.4740e+00, -5.6951e+02
1.55378147e+04, 3.3456e+00, -5.7213e+02
1.55478685e+04, 4.2745e+00, -5.7358e+02
1.55579289e+04, 3.8636e+00, -5.7182e+02
1.55679957e+04, 4.3045e+00, -5.7123e+02
1.55780691e+04, 4.9831e+00, -5.6765e+02
1.55881490e+04, 4.8680e+00, -5.7521e+02
1.55982354e+04, 5.7526e+00, -5.7362e+02
1.56083283e+04, 5.7746e+00, -5.7306e+02
1.56184278e+04, 6.1462e+00, -5.6392e+02
1.56285338e+04, 6.9236e+00, -5.7479e+02
1.56386463e+04, 6.5721e+00, -5.6921e+02
1.56487654e+04, 7.7692e+00, -5.6957e+02
1.56588910e+04, 7.9046e+00, -5.7317e+02
1.56690232e+04, 8.3162e+00, -5.7270e+02
1.56791619e+04, 8.1243e+00, -5.6979e+02
1.56893072e+04, 9.2423e+00, -5.7272e+02
1.56994591e+04, 9.4656e+00, -5.7292e+02
1.57096175e+04, 9.6988e+00, -5.7425e+02
1.57197825e+04, 1.0739e+01, -5.7497e+02
1.57299541e+04, 1.1018e+01, -5.7506e+02
1.57401322e+04, 1.0717e+01, -5.7695e+02
1.57503170e+04, 1.2017e+01, -5.8173e+02
1.57605083e+04, 1.1990e+01, -5.7996e+02
1.57707062e+04, 1.2693e+01, -5.8027e+02
1.57809108e+04, 1.3083e+01, -5.8251e+02
1.57911219e+04, 1.3230e+01, -5.8405e+02
1.58013396e+04, 1.4220e+01, -5.8552e+02
1.58115640e+04, 1.4513e+01, -5.8830e+02
1.58217950e+04, 1.5474e+01, -5.9189e+02
1.58320325e+04, 1.5776e+01, -5.9680e+02
1.58422768e+04, 1.6400e+01, -6.0218e+02
1.58525276e+04, 1.7141e+01, -6.1016e+02
1.58627851e+04, 1.7747e+01, -6.1634e+02
1.58730492e+04, 1.8140e+01, -6.2289e+02
1.58833199e+04, 1.8555e+01, -6.3283e+02
1.58935973e+04, 1.8716e+01, -6.4000e+02
1.59038814e+04, 1.8794e+01, -6.4686e+02
1.59141721e+04, 1.8660e+01, -6.5289e+02
1.59244694e+04, 1.8409e+01, -6.5716e+02
1.59347734e+04, 1.8156e+01, -6.6070e+02
1.59450841e+04, 1.7656e+01, -6.6007e+02
1.59554015e+04, 1.7531e+01, -6.6022e+02
1.59657255e+04, 1.6894e+01, -6.6081e+02
1.59760563e+04, 1.6892e+01, -6.5987e+02
1.59863937e+04, 1.7197e+01, -6.6316e+02
1.59967377e+04, 1.7380e+01, -6.6819e+02
1.60070885e+04, 1.7555e+01, -6.7485e+02
1.60174460e+04, 1.6935e+01, -6.7771e+02
1.60278102e+04, 1.6270e+01, -6.7446e+02
1.60381811e+04, 1.6396e+01, -6.7639e+02
1.60485587e+04, 1.6404e+01, -6.7817e+02
1.60589430e+04, 1.6147e+01, -6.8085e+02
1.60693340e+04, 1.5960e+01, -6.8165e+02
1.60797318e+04, 1.5995e+01, -6.8362e+02
1.60901363e+04, 1.5613e+01, -6.8972e+02
1.61005475e+04, 1.5396e+01, -6.9250e+02
1.61109654e+04, 1.5992e+01, -6.8468e+02
1.61213901e+04, 1.5411e+01, -6.9458e+02
1.61318216e+04, 1.4867e+01, -6.9361e+02
1.61422598e+04, 1.4543e+01, -6.9502e+02
1.61527047e+04, 1.4098e+01, -6.9585e+02
1.61631564e+04, 1.3937e+01, -6.9719e+02
1.61736149e+04, 1.3690e+01, -6.9899e+02
1.61840801e+04, 1.3712e+01, -6.9822e+02
1.61945521e+04, 1.3366e+01, -7.0266e+02
1.62050309e+04, 1.3298e+01, -7.0080e+02
1.62155165e+04, 1.3511e+01, -7.0397e+02
1.62260088e+04, 1.2431e+01, -7.0358e+02
1.62365079e+04, 1.2558e+01, -7.0319e+02
1.62470139e+04, 1.2964e+01, -7.0601e+02
1.62575266e+04, 1.2330e+01, -7.0784e+02
1.62680461e+04, 1.1919e+01, -7.0724e+02
1.62785725e+04, 1.2005e+01, -7.0625e+02
1.62891056e+04, 1.1810e+01, -7.1015e+02
1.62996456e+04, 1.1385e+01, -7.0964e+02
1.63101924e+04, 1.1399e+01, -7.0988e+02
1.63207460e+04, 1.0936e+01, -7.0941e+02
1.63313064e+04, 1.0432e+01, -7.1233e+02
1.63418737e+04, 1.0811e+01, -7.0882e+02
1.63524478e+04, 1.0685e+01, -7.1048e+02
1.63630287e+04, 1.0522e+01, -7.1275e+02
1.63736165e+04, 1.0167e+01, -7.1164e+02
1.63842112e+04, 9.5529e+00, -7.1131e+02
1.63948127e+04, 9.6579e+00, -7.1050e+02
1.64054210e+04, 9.5070e+00, -7.1403e+02
1.64160362e+04, 9.5195e+00, -7.1270e+02
1.64266583e+04, 8.6874e+00, -7.1410e+02
1.64372873e+04, 9.1511e+00, -7.0950e+02
1.64479232e+04, 8.5726e+00, -7.1052e+02
1.64585659e+04, 8.3121e+00, -7.1259e+02
1.64692155e+04, 8.2110e+00, -7.1117e+02
1.64798720e+04, 8.0936e+00, -7.0460e+02
1.64905354e+04, 7.9897e+00, -7.0767e+02
1.65012057e+04, 8.0503e+00, -7.0732e+02
1.65118829e+04, 8.3918e+00, -7.0482e+02
1.65225670e+04, 8.4506e+00, -7.0695e+02
1.65332580e+04, 8.4727e+00, -7.0888e+02
1.65439560e+04, 8.5343e+00, -7.0847e+02
1.65546608e+04, 8.5595e+00, -7.1245e+02
1.65653726e+04, 8.2892e+00, -7.1646e+02
1.65760914e+04, 7.8477e+00, -7.1553e+02
1.65868170e+04, 7.5069e+00, -7.1190e+02
1.65975496e+04, 7.2030e+00, -7.1564e+02
1.66082891e+04, 7.6657e+00, -7.1240e+02
1.66190356e+04, 6.8873e+00, -7.1662e+02
1.66297891e+04, 6.6558e+00, -7.1129e+02
1.66405495e+04, 6.4299e+00, -7.1397e+02
1.66513169e+04, 6.2186e+00, -7.1435e+02
1.66620912e+04, 5.9932e+00, -7.1276e+02
1.66728725e+04, 5.3486e+00, -7.1531e+02
1.66836608e+04, 5.8917e+00, -7.1209e+02
1.66944560e+04, 5.0788e+00, -7.1275e+02
1.67052583e+04, 5.4661e+00, -7.0950e+02
1.67160675e+04, 4.7641e+00, -7.1373e+02
1.67268837e+04, 4.6423e+00, -7.1022e+02
1.67377070e+04, 4.5002e+00, -7.1050e+02
1.67485372e+04, 4.4696e+00, -7.0818e+02
1.67593745e+04, 4.3316e+00, -7.0938e+02
1.67702187e+04, 4.3122e+00, -7.0320e+02
1.67810700e+04, 4.0246e+00, -7.0538e+02
1.67919283e+04, 4.7470e+00, -7.0204e+02
1.68027936e+04, 4.2699e+00, -7.0195e+02
1.68136659e+04, 4.3649e+00, -7.0082e+02
1.68245453e+04, 4.4850e+00, -6.9752e+02
1.68354317e+04, 4.2273e+00, -6.9751e+02
1.68463252e+04, 4.3600e+00, -6.9918e+02
1.68572257e+04, 3.9576e+00, -7.0074e+02
1.68681333e+04, 4.2246e+00, -6.9855e+02
1.68790479e+04, 3.9136e+00, -6.9951e+02
1.68899696e+04, 4.2147e+00, -7.0204e+02
1.69008983e+04, 3.7922e+00, -6.9765e+02
1.69118342e+04, 3.5200e+00, -6.9752e+02
1.69227771e+04, 3.9314e+00, -6.9599e+02
1.69337271e+04, 3.3548e+00, -6.9716e+02
1.69446841e+04, 3.3847e+00, -6.8925e+02
1.69556483e+04, 3.6106e+00, -6.9295e+02
1.69666195e+04, 3.8375e+00, -6.8745e+02
1.69775979e+04, 3.9092e+00, -6.8164e+02
1.69885833e+04, 3.8055e+00, -6.8258e+02
1.69995759e+04, 4.6478e+00, -6.8017e+02
1.70105756e+04, 4.5758e+00, -6.7944e+02
1.70215824e+04, 5.2965e+00, -6.8222e+02
1.70325963e+04, 5.5824e+00, -6.7960e+02
1.70436173e+04, 6.4497e+00, -6.8132e+02
1.70546455e+04, 6.6270e+00, -6.8431e+02
1.70656808e+04, 7.1656e+00, -6.8557e+02
1.70767233e+04, 7.1441e+00, -6.8781e+02
1.70877729e+04, 7.2653e+00, -6.9484e+02
1.70988296e+04, 7.2950e+00, -6.9554e+02
1.71098935e+04, 7.1255e+00, -6.9941e+02
1.71209646e+04, 6.4170e+00, -7.0218e+02
1.71320428e+04, 6.8588e+00, -7.0226e+02
1.71431282e+04, 6.5249e+00, -7.0347e+02
1.71542207e+04, 5.6821e+00, -7.0623e+02
1.71653205e+04, 5.6415e+00, -7.0644e+02
1.71764274e+04, 5.4773e+00, -7.0423e+02
1.71875415e+04, 4.7386e+00, -7.0853e+02
1.71986628e+04, 4.9222e+00, -7.0360e+02
1.72097913e+04, 4.7548e+00, -7.0278e+02
1.72209270e+04, 4.2979e+00, -7.0286e+02
1.72320699e+04, 4.8007e+00, -7.0196e+02
1.72432200e+04, 4.8093e+00, -6.9942e+02
1.72543773e+04, 4.8502e+00, -7.0455e+02
1.72655419e+04, 4.3735e+00, -7.0964e+02
1.72767137e+04, 3.9228e+00, -7.0902e+02
1.72878927e+04, 2.4196e+00, -7.0755e+02
1.72990789e+04, 1.9728e+00, -6.9544e+02
1.73102724e+04, 2.9836e+00, -6.8742e+02
1.73214731e+04, 2.8453e+00, -6.9723e+02
1.73326810e+04, 2.7591e+00, -6.9214e+02
1.73438963e+04, 2.2235e+00, -6.8015e+02
1.73551187e+04, 3.2118e+00, -6.7994e+02
1.73663485e+04, 3.2990e+00, -6.7994e+02
1.73775855e+04, 4.4250e+00, -6.7315e+02
1.73888297e+04, 4.2936e+00, -6.7616e+02
1.74000813e+04, 4.9973e+00, -6.7355e+02
1.74113401e+04, 5.8340e+00, -6.7262e+02
1.74226062e+04, 6.5688e+00, -6.7447e+02
1.74338796e+04, 7.4787e+00, -6.7382e+02
1.74451603e+04, 7.7382e+00, -6.7606e+02
1.74564483e+04, 8.4393e+00, -6.7974e+02
1.74677436e+04, 9.0404e+00, -6.8453e+02
1.74790462e+04, 9.2956e+00, -6.8868e+02
1.74903561e+04, 9.0878e+00, -6.9246e+02
1.75016734e+04, 8.6924e+00, -6.9767e+02
1.75129979e+04, 8.5834e+00, -7.0228e+02
1.75243298e+04, 8.2709e+00, -7.0197e+02
1.75356690e+04, 7.9462e+00, -7.0317e+02
1.75470156e+04, 7.8517e+00, -7.0526e+02
1.75583695e+04, 7.7949e+00, -7.0679e+02
1.75697307e+04, 7.4425e+00, -7.0781e+02
1.75810993e+04, 7.3754e+00, -7.0877e+02
1.75924753e+04, 6.9053e+00, -7.0965e+02
1.76038586e+04, 7.0981e+00, -7.0826e+02
1.76152493e+04, 6.9408e+00, -7.0803e+02
1.76266473e+04, 6.8583e+00, -7.1014e+02
1.76380528e+04, 6.9908e+00, -7.0990e+02
1.76494656e+04, 6.5453e+00, -7.0907e+02
1.76608858e+04, 7.1063e+00, -7.0837e+02
1.76723133e+04, 7.6786e+00, -7.0865e+02
1.76837483e+04, 6.8152e+00, -7.1168e+02
1.76951907e+04, 6.9556e+00, -7.1223e+02
1.77066405e+04, 6.9086e+00, -7.1446e+02
1.77180977e+04, 6.5693e+00, -7.1509e+02
1.77295623e+04, 6.8654e+00, -7.1483e+02
1.77410343e+04, 6.7269e+00, -7.1491e+02
1.77525137e+04, 6.7678e+00, -7.1764e+02
1.77640006e+04, 6.7981e+00, -7.1714e+02
1.77754949e+04, 6.5305e+00, -7.2054e+02
1.77869966e+04, 6.3093e+00, -7.2134e+02
1.77985058e+04, 6.0127e+00, -7.2422e+02
1.78100224e+04, 5.6503e+00, -7.2257e+02
1.78215465e+04, 5.6668e+00, -7.2246e+02
1.78330781e+04, 5.5324e+00, -7.1992e+02
1.78446171e+04, 5.2960e+00, -7.2165e+02
1.78561635e+04, 5.5068e+00, -7.2537e+02
1.78677175e+04, 5.2876e+00, -7.2090e+02
1.78792789e+04, 5.3814e+00, -7.2145e+02
1.78908478e+04, 5.1879e+00, -7.2548e+02
1.79024241e+04, 4.9913e+00, -7.2261e+02
1.79140080e+04, 4.7446e+00, -7.2290e+02
1.79255994e+04, 4.6948e+00, -7.2459e+02
1.79371982e+04, 4.8218e+00, -7.2290e+02
1.79488046e+04, 4.7798e+00, -7.2077e+02
1.79604185e+04, 4.2320e+00, -7.2362e+02
1.79720399e+04, 4.5256e+00, -7.2481e+02
1.79836688e+04, 4.2705e+00, -7.2589e+02
1.79953052e+04, 4.5957e+00, -7.2503e+02
1.80069492e+04, 4.3452e+00, -7.2242e+02
1.80186007e+04, 3.8560e+00, -7.2392e+02
1.80302598e+04, 4.1650e+00, -7.2251e+02
1.80419263e+04, 3.8324e+00, -7.2341e+02
1.80536005e+04, 3.9973e+00, -7.2492e+02
1.80652822e+04, 3.9047e+00, -7.2226e+02
1.80769714e+04, 3.8169e+00, -7.2295e+02
1.80886682e+04, 3.9911e+00, -7.2554e+02
1.81003726e+04, 3.7409e+00, -7.2455e+02
1.81120846e+04, 3.6553e+00, -7.2561e+02
1.81238041e+04, 3.6142e+00, -7.2323e+02
1.81355312e+04, 3.4593e+00, -7.2449e+02
1.81472659e+04, 3.8157e+00, -7.2377e+02
1.81590082e+04, 3.2933e+00, -7.2308e+02
1.81707581e+04, 4.0309e+00, -7.2265e+02
1.81825156e+04, 3.0891e+00, -7.2551e+02
1.81942807e+04, 3.4790e+00, -7.2505e+02
1.82060534e+04, 3.2836e+00, -7.2749e+02
1.82178337e+04, 3.8391e+00, -7.2518e+02
1.82296217e+04, 3.6088e+00, -7.2657e+02
1.82414173e+04, 3.4176e+00, -7.2448e+02
1.82532205e+04, 3.1442e+00, -7.2393e+02
1.82650314e+04, 3.2831e+00, -7.2454e+02
1.82768499e+04, 2.8952e+00, -7.2537e+02
1.82886760e+04, 2.8545e+00, -7.2872e+02
1.83005098e+04, 2.8258e+00, -7.2676e+02
1.83123512e+04, 2.9701e+00, -7.2656e+02
1.83242004e+04, 2.6340e+00, -7.2643e+02
1.83360571e+04, 2.7674e+00, -7.2589e+02
1.83479216e+04, 2.4075e+00, -7.2757e+02
1.83597937e+04, 2.6085e+00, -7.2588e+02
1.83716735e+04, 2.3678e+00, -7.2455e+02
1.83835610e+04, 2.2698e+00, -7.2629e+02
1.83954562e+04, 2.2621e+00, -7.2690e+02
1.84073591e+04, 2.4887e+00, -7.2712e+02
1.84192697e+04, 2.2235e+00, -7.2587e+02
1.84311880e+04, 2.4210e+00, -7.2545e+02
1.84431140e+04, 2.0624e+00, -7.2361e+02
1.84550477e+04, 2.6247e+00, -7.2793e+02
1.84669892e+04, 2.3337e+00, -7.2666e+02
1.84789384e+04, 2.5006e+00, -7.2573e+02
1.84908953e+04, 2.3105e+00, -7.2934e+02
1.85028599e+04, 1.8375e+00, -7.2746e+02
1.85148323e+04, 1.9936e+00, -7.2776e+02
1.85268124e+04, 1.9632e+00, -7.2602e+02
1.85388003e+04, 1.9934e+00, -7.2653e+02
1.85507960e+04, 1.9134e+00, -7.2536e+02
1.85627994e+04, 2.1203e+00, -7.2478e+02
1.85748105e+04, 1.7419e+00, -7.2742e+02
1.85868295e+04, 1.8520e+00, -7.2751e+02
1.85988562e+04, 1.7563e+00, -7.2545e+02
1.86108907e+04, 1.5582e+00, -7.2851e+02
1.86229330e+04, 1.6128e+00, -7.2525e+02
1.86349831e+04, 2.2071e+00, -7.2598e+02
1.86470409e+04, 1.3707e+00, -7.2684e+02
1.86591066e+04, 2.0179e+00, -7.2550e+02
1.86711801e+04, 1.5176e+00, -7.2657e+02
1.86832614e+04, 1.6970e+00, -7.2607e+02
1.86953505e+04, 1.3081e+00, -7.2669e+02
1.87074474e+04, 1.3843e+00, -7.2797e+02
1.87195522e+04, 1.4809e+00, -7.2658e+02
1.87316648e+04, 1.1135e+00, -7.2728e+02
1.87437852e+04, 1.2723e+00, -7.2627e+02
1.87559135e+04, 1.4587e+00, -7.2797e+02
1.87680496e+04, 1.1834e+00, -7.2581e+02
1.87801936e+04, 1.5694e+00, -7.2495e+02
1.87923455e+04, 1.5155e+00, -7.2630e+02
1.88045052e+04, 1.3629e+00, -7.2723e+02
1.88166727e+04, 1.1105e+00, -7.2762e+02
1.88288482e+04, 1.5290e+00, -7.2676e+02
1.88410315e+04, 1.0744e+00, -7.2640e+02
1.88532227e+04, 9.5399e-01, -7.2790e+02
1.88654218e+04, 9.0497e-01, -7.2846e+02
1.88776288e+04, 1.1827e+00, -7.2794e+02
1.88898436e+04, 1.0523e+00, -7.2841e+02
1.89020664e+04, 5.1309e-01, -7.2829e+02
1.89142971e+04, 3.8881e-01, -7.2890e+02
1.89265357e+04, 1.0234e+00, -7.2949e+02
1.89387822e+04, 9.9798e-01, -7.2839e+02
1.89510367e+04, 7.2609e-01, -7.2674e+02
1.89632991e+04, 8.1339e-01, -7.2663e+02
1.89755694e+04, 4.4858e-01, -7.2777e+02
1.89878476e+04, 9.5380e-01, -7.2830e+02
1.90001338e+04, 8.0265e-01, -7.2833e+02
1.90124280e+04, 6.6308e-01, -7.2615e+02
1.90247301e+04, 6.8116e-01, -7.2880e+02
1.90370402e+04, 3.2759e-01, -7.2761e+02
1.90493582e+04, 4.5765e-01, -7.2620e+02
